Rank,Game Name,Publish Year,Platform ID,Genre ID,Publisher ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales
5176,Yuu Yuu Hakusho,1/1/1993,24,3,452,0,0,0.36,0
5177,Kamaitachi no Yoru 2,1/1/2002,17,2,187,0,0,0.36,0
5178,High Heat Major League Baseball 2004,1/1/2003,17,11,105,0.18,0.14,0,0.05
5179,Robots,1/1/2005,17,1,656,0.18,0.14,0,0.05
5180,NARC,1/1/2005,17,9,430,0.18,0.14,0,0.05
5181,One Piece: Gigant Battle!,1/1/2010,5,3,452,0,0,0.36,0
5182,Valkyrie Profile: Lenneth,1/1/2006,20,8,575,0.17,0.01,0.16,0.02
5183,Tiger Woods PGA Tour 09,1/1/2008,20,11,239,0.07,0.19,0,0.1
5184,Metro: Last Light,1/1/2013,29,1,219,0.17,0.16,0,0.03
5185,Tiger Woods PGA Tour 14,1/1/2013,29,11,239,0.21,0.13,0,0.03
5186,LocoRoco 2,1/1/2008,20,5,565,0.21,0.09,0.01,0.05
5187,Monster Rancher 3,1/1/2001,17,10,607,0.11,0.09,0.14,0.03
5188,The Incredibles: Rise of the Underminer,1/1/2005,17,1,615,0.18,0.14,0,0.05
5189,Spider-Man: Shattered Dimensions,1/1/2010,29,1,117,0.24,0.09,0,0.03
5190,BlazBlue: Calamity Trigger,1/1/2009,29,3,520,0.21,0.08,0.04,0.03
5191,MechWarrior 2: 31st Century Combat,1/1/1997,16,10,117,0.2,0.14,0,0.02
5192,Earth Defense Force 2025,1/1/2013,18,9,211,0.04,0.03,0.27,0.02
5193,Hamtaro: Ham-Ham Heartbreak,1/1/2002,7,1,469,0.26,0.1,0,0.01
5194,Okage: Shadow King,1/1/2001,17,8,565,0.14,0.11,0.08,0.04
5195,Press Your Luck 2010 Edition,1/1/2009,26,4,633,0.33,0,0,0.03
5196,Mobile Suit Z-Gundam,1/1/1997,16,1,452,0,0,0.34,0.02
5197,Cubix Robots for Everyone: Clash 'n' Bash,,7,1,641,0.26,0.1,0,0.01
5198,Tropico 4,,29,12,371,0.2,0.13,0,0.03
5199,Speed Racer: The Videogame,1/1/2008,5,7,660,0.29,0.05,0,0.03
5200,NHL 2K10,1/1/2009,26,11,599,0.33,0.01,0,0.03
5201,Assassin's Creed III,1/1/2012,27,1,633,0.19,0.13,0,0.03
5202,Kirby's Dream Land 3,1/1/1997,24,5,469,0,0,0.36,0
5203,Big Bass World Championship,1/1/1997,16,11,579,0.2,0.14,0,0.02
5204,NFL GameDay 2001,1/1/2000,17,11,565,0.18,0.14,0,0.05
5205,NBA 2K6,1/1/2005,30,1,599,0.27,0.08,0,0.01
5206,Jurassic Park,1/1/1993,12,1,481,0.25,0.1,0,0.01
5207,Mystical Ninja starring Goemon,1/1/1997,11,1,382,0.07,0.02,0.23,0.04
5208,Tetrisphere,1/1/1997,11,6,469,0.29,0.06,0,0
5209,Saban's Power Rangers: Lightspeed Rescue,1/1/2000,11,1,615,0.29,0.06,0,0
5210,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,1/1/2013,21,3,403,0.13,0.02,0.16,0.05
5211,North American Hunting Extravaganza,1/1/2008,26,11,679,0.33,0,0,0.03
5212,World's Scariest Police Chases,1/1/2001,16,7,117,0.2,0.14,0,0.02
5213,Guitar Hero: Smash Hits,1/1/2009,18,4,117,0.2,0.11,0,0.05
5214,Shaun Palmer's Pro Snowboarder,1/1/2001,7,11,117,0.26,0.1,0,0.01
5215,AMF Bowling World Lanes,1/1/2008,26,11,165,0.33,0,0,0.03
5216,MechAssault 2: Lone Wolf,1/1/2004,30,10,428,0.27,0.08,0,0.01
5217,Middle-Earth: Shadow of Mordor,1/1/2014,14,1,660,0.12,0.2,0,0.04
5218,Hamster Club 3,1/1/2002,7,10,364,0,0,0.35,0.01
5219,Breath of Fire II,1/1/1994,24,8,385,0,0,0.36,0
5220,Call of Duty: Ghosts,1/1/2013,27,9,117,0.23,0.09,0.01,0.03
5221,LEGO Racers,1/1/1999,16,7,387,0.2,0.14,0,0.02
5222,NBA 2K12,1/1/2011,26,11,599,0.3,0.03,0,0.02
5223,Teenage Mutant Ninja Turtles: Smash-Up,1/1/2009,26,3,633,0.33,0,0,0.03
5224,Kinectimals: Now with Bears!,1/1/2011,29,4,428,0.27,0.06,0,0.03
5225,ESPN NFL Football,1/1/2003,30,11,553,0.27,0.08,0,0.01
5226,ATV/Monster Truck Mayhem,1/1/2007,5,7,220,0.33,0,0,0.02
5227,Naruto: Ultimate Ninja 3 (JP sales),1/1/2005,17,3,154,0,0,0.36,0
5228,Just Dance 2016,1/1/2015,29,4,633,0.23,0.1,0,0.03
5229,Worms: Open Warfare 2,1/1/2007,5,12,615,0.07,0.25,0,0.04
5230,Rapala Pro Fishing,1/1/2004,17,11,677,0.18,0.14,0,0.05
5231,J-League Pro Soccer Club o Tsukurou '04,1/1/2004,17,11,553,0,0,0.36,0
5232,Dark Void,1/1/2010,18,1,182,0.18,0.12,0,0.06
5233,James Bond 007: Legends,1/1/2012,18,9,117,0.11,0.17,0,0.07
5234,Dai-2-Ji Super Robot Taisen Z Saisei-hen,1/1/2012,20,12,452,0,0,0.36,0
5235,WWE '12,1/1/2011,26,3,615,0.24,0.09,0,0.03
5236,Disney's The Haunted Mansion,1/1/2003,17,5,599,0.18,0.14,0,0.05
5237,Arc the Lad: Twilight of the Spirits,1/1/2003,17,8,565,0.18,0.14,0,0.05
5238,Dance Dance Revolution 3rdMix,1/1/2000,16,10,382,0,0,0.33,0.02
5239,Ryu Ga Gotoku Kenzan!,1/1/2008,18,2,553,0,0,0.36,0
5240,U-Sing,1/1/2009,26,4,435,0,0.32,0,0.03
5241,Super Robot Taisen A,1/1/2001,7,12,162,0,0,0.35,0.01
5242,Tomb Raider (2013),,14,1,575,0.06,0.25,0,0.05
5243,Chicken Shoot,1/1/2007,26,1,677,0.33,0.01,0,0.02
5244,Company of Heroes 2,1/1/2013,14,12,615,0.06,0.25,0,0.05
5245,Defiance,1/1/2013,18,9,626,0.19,0.11,0,0.05
5246,We Sing Deutsche Hits,1/1/2011,26,4,477,0,0.31,0,0.05
5247,Boxer's Road,1/1/1995,16,3,463,0,0,0.33,0.02
5248,Frogs And Flies,1/1/1981,1,1,409,0.33,0.02,0,0
5249,DanceDanceRevolution,1/1/2010,26,10,382,0.29,0.04,0,0.02
5250,Harry Potter and the Chamber of Secrets,1/1/2002,30,1,239,0.27,0.08,0,0.01
5251,EA Sports MMA,1/1/2010,29,3,239,0.23,0.1,0,0.03
5252,Toriko: Gourmet Survival!,1/1/2011,20,8,452,0,0,0.36,0
5253,South Park Rally,1/1/1998,16,7,113,0.2,0.13,0,0.02
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,1/1/1994,24,5,382,0,0,0.36,0
5255,Monopoly,1/1/2008,18,4,239,0.25,0.06,0,0.04
5256,Mega Man Zero Collection,1/1/2010,5,5,182,0.21,0.02,0.11,0.02
5257,Arctic Thunder,1/1/2001,17,7,430,0.17,0.14,0,0.05
5258,G-Force,1/1/2009,20,1,239,0.24,0.07,0,0.05
5259,NHL 2K10,1/1/2009,17,11,599,0.17,0.14,0,0.05
5260,Football Manager Handheld 2010,1/1/2009,20,11,553,0,0.26,0,0.09
5261,J-League Pro Soccer Club o Tsukurou!,1/1/1999,4,11,553,0,0,0.36,0
5262,Wonder Pets! Save the Animals!,1/1/2008,5,2,599,0.33,0,0,0.02
5263,Formula 1 Championship Edition,1/1/1997,16,7,523,0.06,0.04,0.23,0.02
5264,Shrek,1/1/2001,30,5,603,0.25,0.1,0,0.01
5265,CSI: Deadly Intent - The Hidden Cases,1/1/2009,5,2,633,0.16,0.16,0,0.04
5266,SOCOM: Tactical Strike,1/1/2007,20,9,565,0.32,0.01,0,0.03
5267,Blasto,1/1/1998,16,1,565,0.2,0.13,0,0.02
5268,Trauma Center: Second Opinion,1/1/2006,26,10,469,0.28,0.02,0.03,0.03
5269,Backyard Baseball 2006,1/1/2005,7,11,154,0.25,0.09,0,0.01
5270,Dark Souls III,1/1/2016,31,8,452,0.23,0.09,0,0.03
5271,Cabela's Outdoor Adventures (2006),1/1/2005,17,11,677,0.17,0.14,0,0.05
5272,Nicktoons: Unite!,1/1/2005,8,2,615,0.27,0.07,0,0.01
5273,Suikoden V,1/1/2006,17,8,382,0.08,0.06,0.19,0.02
5274,Picross 2,1/1/1996,6,6,469,0,0,0.35,0
5275,Remember Me,1/1/2013,18,1,182,0.1,0.18,0,0.07
5276,Battalion Wars 2,1/1/2007,26,12,469,0.22,0.03,0.08,0.02
5277,Outlaw Golf 2,1/1/2004,17,11,298,0.17,0.14,0,0.05
5278,SpongeBob's Boating Bash,1/1/2010,26,4,615,0.25,0.07,0,0.03
5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,1/1/2013,3,1,452,0,0,0.35,0
5280,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,1/1/2010,18,11,553,0.09,0.2,0,0.07
5281,Momotarou Dentetsu 12,1/1/2003,17,4,328,0,0,0.35,0
5282,Mini Ninjas,1/1/2009,18,1,238,0.14,0.16,0,0.06
5283,Tekken Tag Tournament 2,1/1/2012,29,3,452,0.19,0.12,0.01,0.03
5284,Batman: Rise of Sin Tzu,1/1/2003,17,1,633,0.17,0.13,0,0.05
5285,Disney's Tarzan: Return to the Jungle,1/1/2002,7,1,117,0.25,0.09,0,0.01
5286,Cabela's Dangerous Hunts,1/1/2003,30,11,677,0.26,0.08,0,0.01
5287,Terminator Salvation,1/1/2009,29,9,660,0.13,0.18,0,0.04
5288,Jikkyou Powerful Pro Yakyuu 13,1/1/2006,17,11,382,0,0,0.35,0
5289,Fossil Fighters: Frontier,1/1/2014,3,8,469,0.08,0.04,0.23,0.01
5290,Star Fox: Zero,1/1/2016,27,9,469,0.16,0.1,0.07,0.03
5291,Mega Man X3,1/1/1995,24,1,385,0.04,0.01,0.3,0
5292,Mini Ninjas,1/1/2009,5,1,238,0.17,0.15,0,0.04
5293,Stunt Race FX,1/1/1993,24,7,469,0,0,0.35,0
5294,Bloody Roar 3,1/1/2001,17,3,653,0.15,0.11,0.05,0.04
5295,WWE Crush Hour,1/1/2003,17,7,615,0.17,0.13,0,0.04
5296,Persona 2: Eternal Punishment,1/1/2000,16,8,156,0.03,0.02,0.28,0.02
5297,Star Wars: Flight of the Falcon,1/1/2003,7,1,615,0.25,0.09,0,0.01
5298,One Piece: Gigant Battle 2 Shin Sekai,1/1/2011,5,3,452,0,0,0.35,0
5299,Pac-Man All-Stars,1/1/2011,18,3,452,0.2,0.08,0.04,0.04
5300,Def Jam Rapstar,1/1/2010,26,4,382,0.31,0.02,0,0.02
5301,SimCity Creator,1/1/2008,5,10,239,0.3,0.03,0,0.03
5302,Hannah Montana: The Movie,1/1/2009,26,2,226,0.13,0.18,0,0.04
5303,Angry Birds Star Wars,1/1/2013,26,12,117,0.21,0.1,0,0.03
5304,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),,26,1,451,0.15,0.05,0.14,0.01
5305,Mega Man ZX Advent,1/1/2007,5,5,182,0.23,0,0.09,0.02
5306,Jikkyou Powerful Pro Yakyuu 2000,1/1/2000,11,11,382,0,0,0.29,0.06
5307,Sniper: Ghost Warrior 2,1/1/2013,18,9,188,0.05,0.19,0.03,0.07
5308,Racquet Sports,1/1/2010,18,11,633,0.11,0.17,0,0.06
5309,Harry Potter and the Deathly Hallows - Part 2,1/1/2011,26,1,239,0.18,0.14,0,0.03
5310,Supreme Commander 2,1/1/2010,29,12,575,0.23,0.1,0,0.03
5311,Resident Evil: Dead Aim,1/1/2003,17,1,182,0.17,0.13,0,0.04
5312,Need for Speed Carbon,1/1/2006,8,7,239,0.27,0.07,0,0.01
5313,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,1/1/2003,7,1,615,0.25,0.09,0,0.01
5314,SpongeBob SquarePants: The Yellow Avenger,1/1/2005,5,1,615,0.32,0,0,0.02
5315,The Fairly Odd Parents: Shadow Showdown,1/1/2004,17,5,615,0.17,0.13,0,0.04
5316,Saban's Power Rangers: Lightspeed Rescue,1/1/2000,16,1,615,0.19,0.13,0,0.02
5317,Xbox Music Mixer,1/1/2003,30,4,428,0.26,0.08,0,0.01
5318,WWE All Stars,1/1/2011,29,3,615,0.18,0.14,0,0.03
5319,The Shoot,1/1/2010,18,9,565,0.13,0.16,0.01,0.06
5320,College Hoops 2K8,1/1/2007,17,11,599,0.17,0.13,0,0.04
5321,Guitar Hero: Metallica,1/1/2009,17,4,117,0.17,0.13,0,0.04
5322,Guilty Gear X2,1/1/2002,17,3,546,0.09,0.07,0.16,0.02
5323,MotoGP 08,1/1/2008,29,7,182,0.11,0.2,0,0.04
5324,Yu-Gi-Oh! 5D's Tag Force 5,1/1/2010,20,12,382,0.13,0.05,0.14,0.03
5325,Enemy Territory: Quake Wars,1/1/2008,18,9,117,0.23,0.07,0,0.04
5326,Tom Clancy's Rainbow Six: Lockdown,1/1/2005,17,9,633,0.17,0.13,0,0.04
5327,From TV Animation One Piece: Tobidase Kaizokudan!,1/1/2001,16,8,452,0,0,0.32,0.02
5328,The Tale of Despereaux,1/1/2008,17,5,179,0.17,0.13,0,0.04
5329,Aggressive Inline,1/1/2002,17,11,113,0.17,0.13,0,0.04
5330,Karaoke Revolution,1/1/2003,17,4,382,0.17,0.13,0,0.04
5331,NFL Street,1/1/2004,8,11,239,0.27,0.07,0,0.01
5332,Hello Kitty Daily,1/1/2008,5,4,475,0.32,0,0,0.03
5333,Metal Arms: Glitch in the System,1/1/2003,17,9,656,0.17,0.13,0,0.04
5334,Farming Simulator 2015,1/1/2015,19,10,380,0.1,0.2,0,0.05
5335,Jikkyou Powerful Pro Yakyuu 7,1/1/2000,17,11,382,0,0,0.35,0
5336,Rally Cross 2,1/1/1998,16,7,111,0.19,0.13,0,0.02
5337,EverGrace,1/1/2000,17,8,633,0.1,0.08,0.15,0.03
5338,Def Jam Icon,1/1/2007,29,1,239,0.3,0.01,0,0.03
5339,Lunar 2: Eternal Blue Complete,1/1/1999,16,8,369,0.19,0.13,0,0.02
5340,Street Fighter Alpha: Warriors' Dreams,1/1/1996,22,3,182,0,0,0.35,0
5341,Rugrats: Royal Ransom,1/1/2002,17,5,615,0.17,0.13,0,0.04
5342,Disney Fairies: Tinker Bell and the Great Fairy Rescue,1/1/2010,5,2,226,0.18,0.14,0,0.03
5343,MLB 06: The Show,1/1/2006,20,11,565,0.32,0,0,0.03
5344,F1 Race Stars,1/1/2012,18,7,191,0.06,0.21,0,0.08
5345,Over the Hedge,1/1/2006,8,5,117,0.27,0.07,0,0.01
5346,Naruto Shippuden: Ultimate Ninja Impact,1/1/2011,20,3,452,0.09,0.07,0.15,0.04
5347,Just Dance 2016,1/1/2015,19,4,633,0.16,0.13,0,0.06
5348,Charlie and the Chocolate Factory,1/1/2005,17,2,298,0.17,0.13,0,0.04
5349,Pirates of the Caribbean: At World's End,1/1/2007,5,1,226,0.3,0.01,0.01,0.03
5350,UEFA Euro 2008 Austria-Switzerland,1/1/2008,29,11,239,0.08,0.23,0,0.03
5351,Kurushi Final: Mental Blocks,1/1/1998,16,6,565,0,0,0.32,0.02
5352,Style Lab: Jewelry Design,1/1/2009,5,10,633,0.32,0,0,0.02
5353,Risk / Battleship / Clue,1/1/2005,7,4,677,0.25,0.09,0,0.01
5354,SD Gundam G Generation World,1/1/2011,20,12,452,0,0,0.34,0
5355,LEGO Pirates of the Caribbean: The Video Game,1/1/2011,20,1,226,0.11,0.15,0,0.08
5356,The Wild Thornberrys Movie,1/1/2002,7,5,615,0.25,0.09,0,0.01
5357,High School Musical 3: Senior Year DANCE!,1/1/2008,17,4,226,0.17,0.13,0,0.04
5358,Dynasty Warriors 5 Empires,1/1/2006,17,1,607,0.11,0.09,0.12,0.03
5359,SoulCalibur,1/1/1999,4,3,452,0,0,0.34,0
5360,WipEout 3,1/1/1999,16,7,523,0.19,0.13,0,0.02
5361,Etrian Odyssey,1/1/2007,5,8,469,0.2,0.03,0.09,0.02
5362,Conan,1/1/2007,18,1,615,0.13,0.15,0,0.06
5363,Classic NES Series: Ice Climber,1/1/2004,7,5,469,0.1,0.04,0.2,0.01
5364,Skylanders: Trap Team,1/1/2014,31,1,117,0.25,0.07,0,0.03
5365,Avatar: The Last Airbender - The Burning Earth,1/1/2007,5,1,615,0.31,0,0,0.03
5366,F.E.A.R.,1/1/2006,29,9,656,0.28,0.03,0,0.03
5367,Tenchu Z,1/1/2006,29,1,428,0.27,0.02,0.02,0.03
5368,Freeway,1/1/1980,1,1,117,0.32,0.02,0,0
5369,Driver 2 Advance,1/1/2002,7,1,154,0.25,0.09,0,0.01
5370,Monster Rancher 4,1/1/2003,17,10,607,0.08,0.06,0.19,0.02
5371,Iron Man 2,1/1/2010,5,1,553,0.15,0.16,0,0.03
5372,Chicken Riot,1/1/2010,26,1,188,0.15,0.16,0,0.03
5373,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,1/1/2004,17,2,226,0.17,0.13,0,0.04
5374,Iron Storm,1/1/1995,22,9,553,0,0,0.34,0
5375,Harry Potter and the Deathly Hallows - Part 2,1/1/2011,29,1,239,0.19,0.12,0,0.03
5376,MotorStorm: Arctic Edge,1/1/2009,17,7,565,0.07,0.03,0,0.25
5377,The Fairly Odd Parents: Shadow Showdown,1/1/2004,7,5,615,0.25,0.09,0,0.01
5378,Radiant Historia,1/1/2010,5,8,156,0.24,0,0.09,0.02
5379,Marvel Super Heroes,1/1/1997,16,3,653,0.19,0.13,0,0.02
5380,Super Bust-A-Move,1/1/2000,17,6,113,0.17,0.13,0,0.04
5381,Hitman: Contracts,1/1/2004,30,9,238,0.26,0.07,0,0.01
5382,Thunderstrike: Operation Phoenix,1/1/2001,17,10,238,0.17,0.13,0,0.04
5383,Alien's Return,1/1/1982,1,1,358,0.32,0.02,0,0
5384,Frostbite,1/1/1983,1,1,117,0.32,0.02,0,0
5385,LEGO Marvel's Avengers,1/1/2016,29,1,660,0.17,0.15,0,0.03
5386,Kameo: Elements of Power,1/1/2005,29,1,428,0.28,0.03,0,0.03
5387,Power Rangers Samurai,1/1/2011,26,1,452,0.29,0.03,0,0.02
5388,WWE Day of Reckoning 2,1/1/2005,8,3,615,0.26,0.07,0,0.01
5389,Dynasty Warriors 6 Empires,1/1/2009,18,1,607,0.14,0.03,0.15,0.02
5390,The Urbz: Sims in the City,1/1/2004,30,10,239,0.22,0.11,0,0.01
5391,Fantastic Voyage,1/1/1981,1,1,103,0.32,0.02,0,0
5392,The Adventures of Tintin: The Game,1/1/2011,26,1,633,0.13,0.17,0,0.04
5393,Bee Movie Game,1/1/2007,26,1,117,0.31,0.01,0,0.03
5394,Silent Hill HD Collection,1/1/2012,18,1,382,0.15,0.11,0.03,0.05
5395,Night Warriors: Darkstalkers' Revenge,1/1/1995,22,3,653,0,0,0.34,0
5396,Off Road Challenge,1/1/1998,11,7,309,0.27,0.06,0,0
5397,Bank Heist,1/1/1982,1,1,103,0.32,0.02,0,0
5398,Harry Potter and the Half-Blood Prince,1/1/2009,18,1,239,0.15,0.13,0,0.06
5399,Tom Clancy's Ghost Recon: Shadow Wars,1/1/2011,3,12,633,0.22,0.09,0,0.03
5400,Backstreet Billiards,1/1/1998,16,4,145,0.19,0.13,0,0.02
5401,MX vs. ATV Untamed,1/1/2008,26,7,615,0.29,0.03,0,0.03
5402,Carnival,1/1/1981,1,9,194,0.32,0.02,0,0
5403,Football Manager Handheld 2008,1/1/2007,20,11,553,0,0.34,0,0
5404,Leisure Suit Larry: Magna Cum Laude,1/1/2004,17,2,656,0.17,0.13,0,0.04
5405,Harry Potter and the Deathly Hallows - Part 2,1/1/2011,18,1,239,0.14,0.15,0,0.05
5406,MVP 06 NCAA Baseball,1/1/2006,30,11,239,0.25,0.07,0,0.01
5407,Momotarou Dentetsu DS: Tokyo & Japan,1/1/2007,5,4,328,0,0,0.34,0
5408,Point Blank,1/1/1997,16,9,565,0.05,0.03,0.23,0.02
5409,Bookworm,1/1/2009,5,6,516,0.31,0.01,0,0.02
5410,Smart Girl's Party Game,1/1/2008,5,4,107,0.31,0,0,0.02
5411,Rayman Legends,1/1/2014,31,5,633,0.13,0.18,0,0.03
5412,Puzzle Quest: Challenge of the Warlords,1/1/2007,5,6,211,0.28,0.01,0.03,0.02
5413,Star Ocean: Second Evolution,1/1/2008,20,8,575,0.14,0.02,0.16,0.02
5414,My Baby Boy,1/1/2008,5,10,475,0.3,0.02,0,0.03
5415,Tiny Tank,1/1/1998,16,1,565,0.19,0.13,0,0.02
5416,Jonah Lomu Rugby Challenge,1/1/2011,29,11,326,0.09,0.21,0,0.04
5417,Spy Hunter,1/1/2002,30,7,430,0.25,0.07,0,0.01
5418,Angry Birds Star Wars,1/1/2013,3,12,117,0.15,0.15,0,0.03
5419,Imagine: Movie Star,1/1/2008,5,10,633,0.31,0,0,0.02
5420,NHL 09,1/1/2008,18,11,239,0.29,0.02,0,0.03
5421,Zoo Tycoon (2013),1/1/2013,31,10,428,0.18,0.13,0,0.03
5422,Herbie: Fully Loaded,1/1/2005,7,7,226,0.24,0.09,0,0.01
5423,The Sims 3: Town Life Stuff,1/1/2011,14,10,239,0.11,0.17,0,0.05
5424,Teenage Mutant Ninja Turtles,1/1/2003,8,1,382,0.26,0.07,0,0.01
5425,Pony Friends 2,1/1/2009,5,10,238,0.21,0.1,0,0.03
5426,Disney Sing It: Pop Hits,1/1/2009,17,4,226,0.1,0.02,0,0.22
5427,Buzz! The Ultimate Music Quiz,1/1/2010,18,4,565,0,0.25,0,0.08
5428,Persona 5,1/1/2016,19,8,156,0,0,0.34,0
5429,The Eye of Judgment,1/1/2007,18,4,565,0.28,0,0.02,0.03
5430,Pirates of the Caribbean: At World's End,1/1/2007,29,1,226,0.29,0.02,0,0.03
5431,Modnation Racers: Road Trip,1/1/2012,21,7,565,0.17,0.12,0,0.05
5432,Dynasty Warriors: Gundam 2,1/1/2008,17,1,452,0.04,0.03,0.25,0.01
5433,Power Rangers Samurai,1/1/2011,5,1,452,0.27,0.04,0,0.02
5434,Fade to Black,1/1/1996,16,1,239,0.19,0.13,0,0.02
5435,MXRider,1/1/2001,17,7,154,0.16,0.13,0,0.04
5436,Avatar: The Last Airbender,1/1/2006,5,2,615,0.3,0.01,0,0.03
5437,Battlefield: Hardline,1/1/2015,29,9,239,0.17,0.14,0,0.03
5438,Delta Force: Black Hawk Down,1/1/2005,30,9,478,0.25,0.07,0,0.01
5439,Night at the Museum: Battle of the Smithsonian,1/1/2009,5,1,400,0.12,0.18,0,0.04
5440,World Championship Poker 2: Featuring Howard Lederer,1/1/2005,17,4,488,0.16,0.13,0,0.04
5441,Sengoku Musou 3 Z,1/1/2011,18,1,115,0,0,0.33,0
5442,Operation Flashpoint: Red River,1/1/2011,18,9,191,0.06,0.15,0.07,0.05
5443,Ninja Blade,1/1/2009,29,1,428,0.14,0.14,0.02,0.03
5444,Tom Clancy's Ghost Recon Advanced Warfighter,1/1/2006,30,9,633,0.21,0.11,0,0.01
5445,Transformers: Revenge of the Fallen (DS Versions),1/1/2009,5,1,117,0.17,0.13,0,0.03
5446,Fracture,1/1/2008,29,9,396,0.15,0.14,0,0.04
5447,Tokyo Highway Battle,1/1/1996,16,7,362,0.06,0.04,0.21,0.02
5448,Pandora's Tower,1/1/2011,26,8,469,0.13,0.1,0.08,0.03
5449,Binary Domain,1/1/2012,18,1,553,0.09,0.08,0.14,0.03
5450,The King of Fighters XIII,1/1/2011,29,3,540,0.23,0.07,0.01,0.03
5451,Beyond Good & Evil,1/1/2003,17,2,633,0.16,0.13,0,0.04
5452,Banjo-Kazooie: Grunty's Revenge,1/1/2003,7,5,615,0.24,0.09,0,0.01
5453,Bomberman World,1/1/1998,16,6,565,0.06,0.04,0.22,0.02
5454,The X-Factor,1/1/2010,26,4,219,0,0.29,0,0.04
5455,Digimon World: Dawn / Dusk,1/1/2007,5,8,452,0.14,0,0.18,0.01
5456,Street Fighter Alpha 3 MAX,1/1/2006,20,3,182,0.27,0.01,0.02,0.03
5457,Untold Legends: The Warriors Code,1/1/2006,20,8,633,0.14,0.12,0,0.08
5458,Virtua Tennis 2009,1/1/2009,29,11,553,0.12,0.18,0,0.03
5459,Deathtrap Dungeon,1/1/1998,16,1,238,0.19,0.13,0,0.02
5460,Tales of the World: Radiant Mythology 2,1/1/2009,20,8,452,0,0,0.33,0
5461,Wipeout 2,1/1/2011,26,4,117,0.31,0,0,0.02
5462,Iron Man 2,1/1/2010,26,1,553,0.15,0.15,0,0.03
5463,Ape Escape Academy,1/1/2004,20,4,565,0.13,0.15,0,0.05
5464,The Darkness II,1/1/2012,18,9,599,0.14,0.14,0,0.05
5465,SingStar Take That,1/1/2009,18,4,565,0,0.3,0,0.03
5466,Marvel: Ultimate Alliance 2,1/1/2009,26,8,117,0.26,0.05,0,0.03
5467,Ultimate Marvel vs. Capcom 3,1/1/2011,21,3,182,0.2,0.09,0,0.05
5468,WWE Wrestlemania XIX,1/1/2003,8,3,615,0.26,0.07,0,0.01
5469,Planet Puzzle League,1/1/2007,5,6,469,0.14,0.01,0.16,0.01
5470,The Sims 2,1/1/2005,8,10,239,0.26,0.07,0,0.01
5471,Hulk,1/1/2003,30,1,640,0.25,0.07,0,0.01
5472,Naruto: Rise of a Ninja,1/1/2007,29,1,633,0.29,0.02,0,0.03
5473,Chicken Blaster,1/1/2009,26,9,679,0.31,0,0,0.02
5474,Family Party: 90 Great Games Party Pack,1/1/2010,26,4,211,0.31,0,0,0.02
5475,Klonoa 2: Lunatea's Veil,1/1/2001,17,5,565,0.12,0.1,0.08,0.03
5476,Deus Ex: Invisible War,1/1/2003,30,9,238,0.25,0.07,0,0.01
5477,Resonance of Fate,1/1/2010,29,8,553,0.12,0.13,0.06,0.03
5478,Hell's Kitchen: The Game,1/1/2008,26,10,633,0.3,0,0,0.03
5479,Disney's Treasure Planet,1/1/2002,17,1,565,0.16,0.13,0,0.04
5480,NASCAR Thunder 2002,1/1/2001,30,7,239,0.25,0.07,0,0.01
5481,Jeanne d'Arc,1/1/2006,20,8,565,0.21,0,0.1,0.02
5482,NCAA Basketball 10,1/1/2009,18,11,239,0.31,0,0,0.03
5483,BeatMania Append GottaMix,1/1/1999,16,10,382,0,0,0.31,0.02
5484,Dead or Alive 5,1/1/2015,19,3,607,0.09,0.13,0.08,0.04
5485,Tak 2: The Staff of Dreams,1/1/2004,8,5,615,0.26,0.07,0,0.01
5486,Rugby World Cup 2011,1/1/2011,18,11,107,0,0.25,0,0.08
5487,Medal of Honor: Warfighter,1/1/2012,14,1,239,0.14,0.15,0,0.04
5488,Kelly Slater's Pro Surfer,1/1/2002,17,11,117,0.16,0.13,0,0.04
5489,Shrek SuperSlam,1/1/2005,7,1,117,0.24,0.09,0,0.01
5490,Sonic Boom: Rise of Lyric,1/1/2014,27,1,553,0.21,0.09,0,0.03
5491,Legends of Wrestling II,1/1/2002,17,3,113,0.16,0.13,0,0.04
5492,World Stadium 3,1/1/1999,16,11,452,0,0,0.31,0.02
5493,Little Deviants,1/1/2011,21,5,565,0.15,0.13,0,0.05
5494,Silent Hill: Downpour,1/1/2012,29,1,382,0.22,0.08,0,0.03
5495,Extra Bases,1/1/1990,6,11,452,0,0,0.33,0
5496,Super Power League 2,1/1/1994,24,11,328,0,0,0.33,0
5497,Night at the Museum: Battle of the Smithsonian,1/1/2009,26,1,400,0.17,0.13,0,0.03
5498,Capcom Classics Collection Reloaded,1/1/2006,20,4,182,0.26,0,0.03,0.03
5499,Madden NFL 09,1/1/2008,5,11,239,0.3,0,0,0.03
5500,MLB 09: The Show,1/1/2009,17,11,565,0.16,0.13,0,0.04
